State,County,Crash_Date,Crash_Time,Day_of_Week,Location_Type,Weather_Conditions,Road_Condition,Number_of_Vehicles,Vehicle_Type_1,Vehicle_Type_2,EV_Indicator_1,EV_Indicator_2,Driver_Age_1,Driver_Age_2,Driver_Gender_1,Driver_Gender_2,Crash_Severity,Crash_Cause,Fatalities,Injuries,Alcohol_Involvement,Speeding,Police_Report_Filed,Vehicle_Make_1,Vehicle_Make_2,Year_of_Vehicle_1,Year_of_Vehicle_2,Crash_Year
DE,County 59,6/7/23,19:03,Wednesday,Rural,Clear,Dry,2,Sedan,SUV,No,No,79,60.0,Female,Male,Minor Injury,DUI,0,0,No,Yes,Yes,Nissan,BMW,2008,2016.0,2023
NY,County 59,11/12/22,11:03,Thursday,Rural,Snow,Wet,3,Sedan,EV,Yes,Yes,30,45.0,Male,Male,Fatal,DUI,0,7,No,No,Yes,Ford,Toyota,2017,2022.0,2022
NE,County 29,10/21/21,7:26,Saturday,Highway,Snow,Dry,5,Truck,Sedan,No,No,80,22.0,Male,Male,Fatal,Mechanical Failure,0,7,No,No,No,Tesla,Hyundai,2014,2000.0,2021
ME,County 73,9/14/21,23:39,Tuesday,Residential,Snow,Construction Zone,4,SUV,EV,No,Yes,47,35.0,Male,Female,Fatal,DUI,4,5,Yes,No,Yes,BMW,Honda,2003,2006.0,2021
KS,County 54,10/4/22,1:09,Saturday,Highway,Clear,Dry,2,EV,Motorcycle,Yes,No,63,74.0,Male,Male,Severe Injury,Fatigue,0,6,Yes,Yes,No,Ford,Chevrolet,2009,2008.0,2022
MT,County 90,10/30/21,10:28,Wednesday,Rural,Clear,Wet,2,EV,Sedan,Yes,No,35,29.0,Male,Female,No Injury,Distracted Driving,0,0,No,Yes,No,Chevrolet,Audi,2009,2014.0,2021
DE,County 12,11/18/20,21:19,Sunday,Urban,Rain,Icy,2,Sedan,SUV,No,No,61,66.0,Male,Female,Minor Injury,DUI,0,0,Yes,No,No,Hyundai,Hyundai,2007,2003.0,2020
FL,County 16,1/25/20,1:53,Sunday,Rural,Rain,Wet,4,Truck,Sedan,No,No,49,25.0,Male,Male,Severe Injury,Fatigue,0,7,Yes,Yes,No,Tesla,Toyota,2014,2001.0,2020
OR,County 56,3/19/22,15:01,Thursday,Residential,Rain,Icy,2,SUV,Truck,No,No,51,73.0,Male,Male,Severe Injury,Fatigue,0,4,No,No,No,Toyota,Tesla,2008,2012.0,2022
IL,County 83,12/12/22,7:40,Sunday,Urban,Fog,Icy,4,EV,Motorcycle,Yes,No,60,80.0,Female,Female,Minor Injury,DUI,0,0,Yes,No,Yes,Toyota,Honda,2001,2015.0,2022
WY,County 75,4/21/21,5:06,Tuesday,Rural,Snow,Construction Zone,1,SUV,,No,,65,,Female,,Severe Injury,DUI,0,3,No,No,Yes,Nissan,,2018,,2021
OR,County 25,10/5/22,17:19,Tuesday,Residential,Clear,Dry,1,SUV,,No,,44,,Male,,No Injury,Speeding,0,0,No,Yes,Yes,Nissan,,2022,,2022
MA,County 8,2/14/20,4:37,Saturday,Rural,Clear,Construction Zone,3,Sedan,Truck,No,No,66,28.0,Female,Female,Minor Injury,DUI,0,0,Yes,No,No,Nissan,Ford,2022,2017.0,2020
SC,County 46,4/2/21,21:37,Sunday,Rural,Fog,Icy,3,SUV,SUV,No,No,16,66.0,Male,Male,Minor Injury,Weather,0,0,Yes,Yes,No,Ford,Nissan,2023,2002.0,2021
MA,County 22,7/26/23,2:52,Saturday,Highway,Fog,Dry,3,SUV,SUV,No,No,24,60.0,Female,Male,Fatal,Speeding,3,7,No,Yes,No,Audi,BMW,2011,2017.0,2023
NM,County 74,8/26/23,21:14,Tuesday,Residential,Clear,Dry,3,Sedan,Truck,Yes,No,49,29.0,Male,Female,Severe Injury,Mechanical Failure,0,2,Yes,Yes,No,Kia,Kia,2015,2022.0,2023
RI,County 56,11/17/20,1:06,Wednesday,Rural,Rain,Gravel,5,EV,Truck,Yes,No,52,54.0,Male,Male,Fatal,Mechanical Failure,4,8,No,Yes,Yes,Nissan,Toyota,2013,2002.0,2020
TX,County 81,5/14/23,15:12,Monday,Urban,Rain,Wet,3,Sedan,Motorcycle,Yes,No,30,55.0,Female,Female,No Injury,Fatigue,0,0,No,Yes,No,Ford,Nissan,2012,2011.0,2023
AZ,County 34,6/19/22,14:16,Tuesday,Highway,Windy,Dry,2,Sedan,Sedan,No,No,60,68.0,Male,Male,No Injury,Weather,0,0,No,No,Yes,Audi,Honda,2002,2012.0,2022
VA,County 5,10/25/22,18:57,Friday,Rural,Clear,Gravel,2,SUV,SUV,No,No,40,32.0,Male,Female,Fatal,Fatigue,3,3,Yes,No,No,Tesla,Tesla,2012,2017.0,2022
MA,County 36,11/30/22,14:58,Sunday,Urban,Windy,Construction Zone,5,Motorcycle,Sedan,No,No,69,35.0,Male,Male,Fatal,Weather,0,4,No,No,No,BMW,Audi,2018,2019.0,2022
ID,County 36,4/5/22,4:39,Friday,Residential,Clear,Gravel,3,SUV,Sedan,No,No,76,50.0,Female,Male,Minor Injury,Distracted Driving,0,0,No,No,No,Tesla,Chevrolet,2004,2009.0,2022
NH,County 100,10/19/21,8:46,Thursday,Urban,Rain,Gravel,2,Motorcycle,Motorcycle,Yes,No,63,23.0,Male,Male,Minor Injury,Fatigue,0,0,No,Yes,Yes,Ford,Chevrolet,2006,2001.0,2021
NJ,County 7,1/8/22,22:12,Wednesday,Highway,Fog,Construction Zone,4,Sedan,Sedan,No,No,46,63.0,Female,Female,Severe Injury,Mechanical Failure,0,9,No,No,Yes,Honda,Tesla,2009,2000.0,2022
HI,County 74,3/14/21,7:41,Tuesday,Rural,Snow,Gravel,5,Sedan,Sedan,No,No,76,32.0,Male,Male,Severe Injury,Distracted Driving,0,9,No,No,No,BMW,Nissan,2014,2008.0,2021
MD,County 87,12/2/22,19:25,Friday,Urban,Clear,Construction Zone,3,EV,EV,Yes,Yes,52,54.0,Male,Female,Fatal,Distracted Driving,2,10,No,No,No,Honda,Chevrolet,2004,2016.0,2022
AR,County 77,4/7/22,21:20,Saturday,Rural,Clear,Gravel,3,Truck,Motorcycle,No,No,67,65.0,Male,Male,Minor Injury,Fatigue,0,0,Yes,No,No,Hyundai,Honda,2005,2021.0,2022
ID,County 38,7/18/20,15:08,Saturday,Highway,Windy,Wet,3,Sedan,SUV,No,No,61,44.0,Female,Female,Minor Injury,Distracted Driving,0,0,No,No,No,Tesla,Audi,2001,2020.0,2020
SC,County 10,8/25/22,6:32,Monday,Residential,Windy,Icy,4,Sedan,SUV,No,No,33,41.0,Female,Female,No Injury,DUI,0,0,No,Yes,Yes,Audi,Nissan,2020,2005.0,2022
AR,County 1,7/14/22,8:13,Sunday,Rural,Windy,Wet,4,Sedan,SUV,No,No,71,70.0,Female,Female,No Injury,Mechanical Failure,0,0,Yes,Yes,Yes,Nissan,Toyota,2010,2016.0,2022
UT,County 1,7/7/23,23:15,Tuesday,Highway,Snow,Wet,1,Motorcycle,,Yes,,80,,Female,,Severe Injury,Speeding,0,0,No,No,No,Hyundai,,2019,,2023
NV,County 88,10/1/20,10:57,Thursday,Highway,Rain,Wet,4,Sedan,SUV,No,No,44,32.0,Male,Male,Severe Injury,Speeding,0,5,Yes,No,No,Hyundai,Kia,2001,2019.0,2020
TX,County 14,8/31/23,0:03,Saturday,Urban,Fog,Gravel,4,Sedan,EV,Yes,Yes,48,76.0,Male,Male,Fatal,Distracted Driving,3,10,Yes,No,Yes,BMW,Tesla,2016,2023.0,2023
ME,County 15,8/5/20,15:12,Friday,Rural,Snow,Construction Zone,2,Truck,Motorcycle,Yes,No,53,36.0,Male,Female,Severe Injury,Fatigue,0,7,No,Yes,Yes,Toyota,Tesla,2003,2018.0,2020
GA,County 12,11/13/22,2:46,Saturday,Urban,Snow,Wet,4,Truck,Truck,Yes,No,75,22.0,Male,Male,Fatal,Distracted Driving,2,10,No,No,Yes,Tesla,Toyota,2000,2004.0,2022
HI,County 43,1/2/22,14:39,Wednesday,Urban,Snow,Icy,2,Sedan,Motorcycle,No,No,67,74.0,Female,Female,No Injury,Mechanical Failure,0,0,Yes,Yes,Yes,Toyota,Ford,2003,2013.0,2022
NM,County 73,10/21/23,14:11,Friday,Residential,Snow,Construction Zone,1,SUV,,Yes,,77,,Female,,Fatal,Mechanical Failure,3,0,Yes,No,No,Toyota,,2022,,2023
ND,County 99,3/26/23,23:36,Tuesday,Highway,Windy,Construction Zone,5,Sedan,Motorcycle,No,No,47,77.0,Female,Female,Severe Injury,Weather,0,9,Yes,Yes,Yes,Hyundai,Audi,2015,2005.0,2023
MA,County 31,11/8/21,8:03,Friday,Rural,Windy,Gravel,4,SUV,Sedan,No,No,74,72.0,Female,Male,No Injury,Mechanical Failure,0,0,No,Yes,No,Toyota,Tesla,2012,2013.0,2021
CO,County 78,6/21/23,20:19,Friday,Rural,Fog,Icy,3,Sedan,SUV,Yes,No,74,58.0,Female,Female,No Injury,Speeding,0,0,Yes,Yes,Yes,Nissan,Nissan,2020,2009.0,2023
MS,County 90,8/5/20,1:57,Tuesday,Residential,Rain,Gravel,1,Truck,,Yes,,41,,Male,,Fatal,Mechanical Failure,1,7,Yes,No,Yes,BMW,,2001,,2020
UT,County 76,9/9/20,14:29,Saturday,Rural,Fog,Dry,5,Sedan,EV,No,Yes,71,77.0,Male,Male,Severe Injury,Speeding,0,6,No,No,No,Kia,Chevrolet,2008,2012.0,2020
ME,County 58,9/30/20,4:26,Friday,Highway,Windy,Icy,5,SUV,SUV,No,No,42,53.0,Female,Male,Severe Injury,Weather,0,8,No,Yes,No,Hyundai,Audi,2018,2018.0,2020
VA,County 54,10/12/23,23:57,Sunday,Highway,Fog,Dry,5,Sedan,Sedan,No,No,64,34.0,Male,Male,Severe Injury,Distracted Driving,0,2,No,No,Yes,Toyota,Honda,2006,2017.0,2023
CT,County 79,10/15/23,23:35,Sunday,Rural,Windy,Gravel,2,EV,Truck,Yes,No,22,64.0,Female,Female,Minor Injury,Weather,0,0,Yes,Yes,No,Chevrolet,Kia,2014,2007.0,2023
VA,County 91,8/19/23,11:48,Friday,Rural,Rain,Icy,4,SUV,Sedan,No,No,39,38.0,Male,Female,Fatal,Mechanical Failure,2,8,No,Yes,Yes,Kia,Honda,2000,2010.0,2023
GA,County 6,11/10/20,10:38,Monday,Highway,Fog,Construction Zone,5,Truck,Sedan,No,No,56,44.0,Male,Male,Severe Injury,Mechanical Failure,0,8,No,Yes,No,Chevrolet,Chevrolet,2021,2010.0,2020
ME,County 28,6/20/23,16:30,Friday,Urban,Clear,Icy,4,SUV,EV,Yes,Yes,47,21.0,Female,Female,Fatal,Mechanical Failure,2,8,No,Yes,No,Hyundai,Hyundai,2014,2015.0,2023
MA,County 66,6/17/20,3:10,Sunday,Urban,Clear,Wet,2,Motorcycle,Sedan,No,No,42,71.0,Male,Male,Fatal,Mechanical Failure,5,5,Yes,Yes,Yes,Toyota,Ford,2008,2017.0,2020
KY,County 53,3/5/22,14:40,Thursday,Residential,Snow,Dry,4,Sedan,EV,No,Yes,16,24.0,Male,Male,Minor Injury,Weather,0,0,Yes,No,No,Kia,Tesla,2009,2014.0,2022
TX,County 4,8/28/22,5:34,Tuesday,Rural,Fog,Construction Zone,3,SUV,Truck,No,No,63,17.0,Male,Male,Fatal,Speeding,4,9,No,Yes,No,Chevrolet,Nissan,2006,2013.0,2022
NC,County 19,11/25/20,5:14,Friday,Highway,Rain,Dry,2,EV,Sedan,Yes,No,75,25.0,Female,Male,Minor Injury,Speeding,0,0,Yes,No,No,Nissan,Ford,2021,2020.0,2020
ME,County 80,5/22/20,6:20,Thursday,Residential,Snow,Construction Zone,3,EV,SUV,Yes,No,62,56.0,Female,Male,Fatal,Distracted Driving,1,3,No,No,No,Ford,Nissan,2015,2014.0,2020
WY,County 40,9/24/22,17:06,Tuesday,Urban,Snow,Wet,5,SUV,Truck,No,No,25,25.0,Male,Male,No Injury,Weather,0,0,Yes,Yes,No,Hyundai,Hyundai,2015,2020.0,2022
MS,County 51,4/2/21,18:46,Sunday,Highway,Rain,Gravel,5,EV,Sedan,Yes,No,66,62.0,Male,Male,Severe Injury,Weather,0,2,No,Yes,Yes,Kia,Kia,2021,2004.0,2021
NM,County 46,3/23/20,7:48,Thursday,Rural,Clear,Icy,3,SUV,Sedan,No,No,42,62.0,Female,Female,No Injury,Speeding,0,0,Yes,No,Yes,Hyundai,Honda,2023,2008.0,2020
OR,County 23,2/10/22,20:24,Wednesday,Urban,Windy,Icy,4,SUV,EV,No,Yes,67,61.0,Female,Female,No Injury,Weather,0,0,Yes,Yes,No,Ford,Chevrolet,2002,2016.0,2022
IN,County 20,1/17/21,5:23,Friday,Urban,Rain,Gravel,3,Sedan,Motorcycle,No,No,77,77.0,Male,Male,No Injury,Speeding,0,0,Yes,Yes,Yes,Kia,Kia,2005,2004.0,2021
AZ,County 74,10/27/20,1:10,Wednesday,Rural,Windy,Gravel,5,EV,Sedan,Yes,No,52,26.0,Male,Female,No Injury,Mechanical Failure,0,0,Yes,Yes,No,Kia,Ford,2018,2005.0,2020
NC,County 34,12/9/20,23:43,Wednesday,Residential,Windy,Construction Zone,1,SUV,,No,,64,,Female,,Severe Injury,Speeding,0,0,Yes,No,Yes,Kia,,2003,,2020
SC,County 77,3/20/20,17:32,Sunday,Urban,Clear,Gravel,2,EV,EV,Yes,Yes,16,71.0,Female,Female,Fatal,Fatigue,4,6,Yes,No,No,Nissan,Kia,2023,2022.0,2020
NV,County 18,6/5/21,15:49,Tuesday,Urban,Snow,Construction Zone,5,Motorcycle,Truck,Yes,No,40,16.0,Male,Male,Fatal,Mechanical Failure,5,3,No,No,No,Tesla,Ford,2013,2020.0,2021
KY,County 69,5/17/22,18:23,Friday,Highway,Fog,Wet,4,EV,EV,Yes,Yes,77,38.0,Female,Female,Minor Injury,Distracted Driving,0,0,No,No,Yes,Tesla,Chevrolet,2014,2022.0,2022
CT,County 28,11/7/22,12:50,Wednesday,Urban,Rain,Gravel,1,Sedan,,Yes,,34,,Female,,No Injury,Speeding,0,0,Yes,No,Yes,Nissan,,2002,,2022
WA,County 50,3/31/22,19:41,Friday,Highway,Windy,Dry,2,Motorcycle,Motorcycle,No,No,17,41.0,Female,Male,Fatal,Weather,4,8,Yes,Yes,Yes,Nissan,Chevrolet,2020,2000.0,2022
CO,County 36,3/29/22,11:42,Thursday,Residential,Windy,Wet,5,Sedan,Sedan,Yes,No,27,52.0,Female,Female,Minor Injury,DUI,0,0,Yes,No,No,Kia,Toyota,2008,2005.0,2022
CT,County 72,5/28/20,16:18,Wednesday,Urban,Windy,Icy,5,EV,Truck,Yes,No,72,64.0,Female,Male,Minor Injury,Mechanical Failure,0,0,No,Yes,No,Tesla,Honda,2002,2012.0,2020
IA,County 87,12/7/23,7:51,Wednesday,Residential,Snow,Construction Zone,5,Sedan,Truck,No,No,47,52.0,Male,Female,Minor Injury,Speeding,0,0,Yes,No,No,Nissan,Chevrolet,2018,2008.0,2023
WV,County 88,1/24/21,15:47,Tuesday,Rural,Rain,Icy,2,SUV,SUV,No,No,47,61.0,Male,Male,Fatal,Speeding,5,10,No,Yes,Yes,Audi,Nissan,2019,2010.0,2021
OR,County 36,10/2/22,5:48,Friday,Highway,Fog,Wet,5,SUV,Sedan,No,No,70,77.0,Male,Female,No Injury,Fatigue,0,0,Yes,No,Yes,Hyundai,Audi,2010,2022.0,2022
MO,County 75,7/25/20,10:23,Friday,Highway,Rain,Construction Zone,3,SUV,Truck,No,No,76,59.0,Female,Male,No Injury,Mechanical Failure,0,0,Yes,No,No,Nissan,BMW,2008,2014.0,2020
FL,County 74,11/5/23,7:52,Monday,Highway,Rain,Construction Zone,4,Motorcycle,SUV,Yes,No,34,35.0,Female,Male,Severe Injury,Mechanical Failure,0,7,Yes,No,No,Honda,Honda,2017,2018.0,2023
VT,County 21,5/2/20,6:52,Wednesday,Residential,Clear,Gravel,3,Truck,Truck,No,No,62,48.0,Female,Male,No Injury,Speeding,0,0,No,Yes,Yes,Honda,Nissan,2010,2021.0,2020
WY,County 95,7/4/22,2:24,Friday,Highway,Fog,Wet,2,Truck,Motorcycle,Yes,No,67,25.0,Male,Male,Minor Injury,DUI,0,0,No,No,No,Honda,Kia,2020,2012.0,2022
NH,County 100,1/13/22,23:37,Friday,Residential,Fog,Wet,2,Sedan,SUV,Yes,No,46,48.0,Male,Male,Severe Injury,Mechanical Failure,0,1,Yes,Yes,No,Hyundai,Toyota,2000,2012.0,2022
CO,County 14,6/21/21,19:09,Monday,Residential,Snow,Wet,2,Truck,Motorcycle,No,No,32,32.0,Male,Male,Fatal,Fatigue,2,5,No,No,No,Hyundai,Audi,2004,2022.0,2021
PA,County 77,7/24/22,20:47,Saturday,Residential,Windy,Construction Zone,3,Truck,Motorcycle,No,No,45,27.0,Female,Female,Minor Injury,Mechanical Failure,0,0,No,Yes,No,Toyota,Toyota,2016,2004.0,2022
NM,County 69,1/18/20,22:59,Thursday,Residential,Snow,Dry,4,Truck,EV,No,Yes,45,16.0,Female,Male,No Injury,Weather,0,0,No,No,Yes,Ford,BMW,2012,2007.0,2020
NV,County 81,5/5/21,16:48,Sunday,Highway,Snow,Construction Zone,3,Motorcycle,SUV,Yes,No,24,39.0,Male,Female,Fatal,Fatigue,3,9,No,No,No,Chevrolet,Nissan,2000,2004.0,2021
ID,County 14,7/31/21,8:08,Saturday,Residential,Clear,Wet,1,SUV,,No,,17,,Female,,Severe Injury,Distracted Driving,0,6,No,No,No,Audi,,2022,,2021
MI,County 11,10/26/20,1:17,Sunday,Residential,Clear,Construction Zone,4,SUV,SUV,No,No,48,64.0,Male,Male,Severe Injury,Mechanical Failure,0,7,Yes,Yes,Yes,Audi,Tesla,2016,2021.0,2020
NM,County 50,10/27/23,9:59,Wednesday,Rural,Clear,Construction Zone,5,Sedan,Truck,No,No,77,54.0,Male,Female,Fatal,Fatigue,1,1,Yes,No,No,Toyota,Ford,2008,2018.0,2023
KS,County 2,3/27/20,18:50,Saturday,Residential,Windy,Wet,3,Sedan,SUV,No,No,36,79.0,Male,Female,Fatal,Speeding,2,10,Yes,Yes,Yes,Audi,Chevrolet,2010,2017.0,2020
WI,County 45,6/17/22,23:12,Monday,Residential,Snow,Wet,3,Sedan,Motorcycle,No,No,72,53.0,Female,Male,Severe Injury,Weather,0,5,No,No,No,Kia,Hyundai,2005,2002.0,2022
NH,County 38,6/23/21,17:23,Thursday,Urban,Windy,Gravel,2,Sedan,EV,No,Yes,62,46.0,Female,Male,No Injury,DUI,0,0,No,Yes,No,Nissan,BMW,2020,2010.0,2021
ND,County 85,5/16/20,1:53,Tuesday,Rural,Clear,Wet,1,Motorcycle,,No,,40,,Male,,Fatal,Weather,5,6,No,No,Yes,Nissan,,2007,,2020
CA,County 2,3/3/21,20:31,Sunday,Urban,Fog,Dry,3,EV,Motorcycle,Yes,No,63,23.0,Female,Male,Fatal,Distracted Driving,0,3,Yes,Yes,Yes,Hyundai,BMW,2006,2006.0,2021
KS,County 73,7/4/23,5:35,Saturday,Residential,Clear,Construction Zone,3,Motorcycle,Motorcycle,Yes,No,29,37.0,Male,Female,Minor Injury,Fatigue,0,0,Yes,No,No,Nissan,Hyundai,2010,2011.0,2023
SD,County 56,10/24/21,19:15,Friday,Rural,Fog,Construction Zone,3,Truck,Motorcycle,No,No,73,66.0,Male,Male,Minor Injury,Weather,0,0,Yes,Yes,No,Toyota,Honda,2007,2006.0,2021
AK,County 99,11/13/23,8:58,Friday,Rural,Clear,Dry,4,Truck,SUV,No,No,33,49.0,Female,Male,Severe Injury,Distracted Driving,0,4,Yes,No,Yes,Tesla,Nissan,2015,2005.0,2023
VT,County 90,3/26/23,3:38,Saturday,Highway,Clear,Construction Zone,4,Sedan,Sedan,Yes,No,58,60.0,Female,Female,Fatal,DUI,5,10,Yes,No,Yes,Honda,Hyundai,2001,2010.0,2023
GA,County 42,10/25/22,22:14,Tuesday,Urban,Fog,Gravel,5,EV,EV,Yes,Yes,27,44.0,Female,Female,No Injury,DUI,0,0,Yes,No,Yes,Audi,Kia,2023,2001.0,2022
KY,County 11,3/27/22,16:27,Sunday,Rural,Rain,Gravel,5,SUV,Motorcycle,Yes,No,66,41.0,Male,Male,Fatal,Distracted Driving,3,5,Yes,Yes,No,BMW,Nissan,2011,2006.0,2022
RI,County 84,2/19/20,9:10,Wednesday,Residential,Windy,Wet,4,Sedan,SUV,No,No,41,63.0,Male,Male,Fatal,Fatigue,0,3,Yes,No,Yes,Nissan,Tesla,2009,2014.0,2020
MI,County 27,1/6/23,6:13,Friday,Highway,Windy,Gravel,5,SUV,Sedan,No,No,64,21.0,Female,Male,Fatal,Distracted Driving,1,9,No,Yes,No,Toyota,Tesla,2012,2021.0,2023
TX,County 47,8/8/20,0:18,Sunday,Residential,Rain,Gravel,5,Sedan,Truck,Yes,No,78,27.0,Male,Male,No Injury,Weather,0,0,Yes,Yes,Yes,Hyundai,Honda,2010,2015.0,2020
HI,County 3,12/11/21,21:22,Wednesday,Highway,Rain,Construction Zone,3,Sedan,Truck,Yes,No,65,19.0,Female,Male,Severe Injury,Distracted Driving,0,6,Yes,Yes,No,Hyundai,Kia,2020,2021.0,2021
KS,County 74,11/8/20,13:19,Friday,Highway,Fog,Construction Zone,2,SUV,SUV,No,No,41,33.0,Female,Male,No Injury,DUI,0,0,Yes,No,Yes,Hyundai,Hyundai,2023,2003.0,2020
GA,County 94,3/1/20,10:56,Thursday,Residential,Snow,Gravel,3,SUV,SUV,No,No,29,32.0,Male,Male,Minor Injury,Weather,0,0,Yes,Yes,Yes,Toyota,Nissan,2002,2022.0,2020
FL,County 65,5/23/23,15:45,Saturday,Highway,Rain,Gravel,4,Motorcycle,SUV,No,No,36,40.0,Male,Male,No Injury,Speeding,0,0,No,No,Yes,Chevrolet,Chevrolet,2002,2005.0,2023
NH,County 79,9/30/22,22:20,Sunday,Residential,Rain,Gravel,4,Sedan,EV,No,Yes,64,56.0,Female,Male,Fatal,Mechanical Failure,3,0,Yes,No,Yes,Hyundai,BMW,2016,2020.0,2022
IL,County 38,6/19/22,12:56,Wednesday,Highway,Fog,Wet,4,Truck,EV,No,Yes,22,34.0,Female,Female,Fatal,Fatigue,4,1,Yes,Yes,No,BMW,Nissan,2014,2000.0,2022
PA,County 92,2/17/21,14:05,Wednesday,Highway,Rain,Dry,1,Sedan,,No,,73,,Female,,Fatal,Weather,5,6,Yes,No,No,Toyota,,2005,,2021
OR,County 85,11/3/20,5:55,Tuesday,Rural,Clear,Gravel,3,Truck,Motorcycle,No,No,52,39.0,Male,Male,Severe Injury,Speeding,0,9,No,Yes,No,Audi,Audi,2017,2000.0,2020
NY,County 31,3/20/21,18:42,Thursday,Residential,Fog,Gravel,1,EV,,Yes,,16,,Male,,Minor Injury,Weather,0,0,Yes,Yes,Yes,Ford,,2001,,2021
AZ,County 19,3/7/20,21:36,Sunday,Highway,Snow,Dry,1,Sedan,,No,,69,,Male,,Severe Injury,Fatigue,0,4,Yes,No,No,Toyota,,2002,,2020
MA,County 48,2/15/22,2:48,Thursday,Urban,Snow,Gravel,2,Sedan,Truck,Yes,No,58,68.0,Male,Male,Fatal,Speeding,4,10,Yes,No,No,BMW,Kia,2010,2008.0,2022
SC,County 46,9/22/20,19:36,Thursday,Residential,Fog,Wet,5,SUV,Truck,No,No,40,16.0,Male,Male,No Injury,Fatigue,0,0,Yes,Yes,No,BMW,Toyota,2010,2011.0,2020
SD,County 28,1/24/20,20:12,Saturday,Highway,Snow,Dry,3,Truck,EV,No,Yes,57,16.0,Male,Female,Minor Injury,Mechanical Failure,0,0,Yes,Yes,Yes,Nissan,Nissan,2021,2015.0,2020
AZ,County 83,10/5/20,15:09,Saturday,Residential,Windy,Icy,4,Motorcycle,Sedan,No,No,54,56.0,Male,Male,Minor Injury,Distracted Driving,0,0,Yes,Yes,No,Toyota,Nissan,2012,2020.0,2020
HI,County 74,5/25/23,12:11,Friday,Urban,Snow,Icy,1,Truck,,No,,68,,Male,,No Injury,DUI,0,0,No,No,No,Chevrolet,,2016,,2023
DE,County 48,3/17/20,6:58,Monday,Residential,Windy,Dry,4,EV,SUV,Yes,No,40,59.0,Female,Female,Minor Injury,DUI,0,0,Yes,Yes,Yes,Toyota,Audi,2012,2022.0,2020
DE,County 1,9/28/21,1:43,Sunday,Urban,Snow,Gravel,1,Sedan,,No,,55,,Male,,Minor Injury,Fatigue,0,0,Yes,No,Yes,Chevrolet,,2009,,2021
MA,County 99,6/22/22,21:07,Wednesday,Rural,Rain,Icy,1,Sedan,,No,,29,,Male,,Minor Injury,Weather,0,0,No,No,Yes,Honda,,2018,,2022
CA,County 40,6/9/23,10:34,Thursday,Urban,Rain,Dry,4,Sedan,Sedan,Yes,No,65,22.0,Male,Female,No Injury,DUI,0,0,No,No,No,Nissan,Chevrolet,2022,2021.0,2023
CO,County 97,8/11/22,18:08,Monday,Residential,Clear,Gravel,3,Motorcycle,Motorcycle,No,No,45,44.0,Male,Female,Minor Injury,Mechanical Failure,0,0,Yes,No,No,Audi,Audi,2000,2002.0,2022
MN,County 62,8/2/22,5:18,Sunday,Highway,Windy,Construction Zone,2,EV,Sedan,Yes,No,67,29.0,Female,Male,Minor Injury,Weather,0,0,No,No,No,Chevrolet,Kia,2007,2017.0,2022
NM,County 50,5/15/20,10:13,Sunday,Residential,Fog,Construction Zone,3,EV,SUV,Yes,No,38,25.0,Female,Male,No Injury,Distracted Driving,0,0,Yes,No,Yes,Honda,BMW,2002,2019.0,2020
RI,County 99,2/15/22,10:31,Saturday,Urban,Clear,Wet,2,EV,Sedan,Yes,No,34,35.0,Female,Female,No Injury,Weather,0,0,No,Yes,Yes,Nissan,Honda,2018,2021.0,2022
NV,County 92,12/6/21,2:37,Monday,Residential,Rain,Icy,1,Truck,,Yes,,22,,Male,,Minor Injury,Speeding,0,0,No,Yes,Yes,BMW,,2022,,2021
SD,County 41,12/28/23,12:25,Thursday,Residential,Windy,Wet,2,Motorcycle,SUV,Yes,No,40,65.0,Female,Female,Severe Injury,Distracted Driving,0,10,Yes,Yes,Yes,Tesla,Toyota,2004,2023.0,2023
TX,County 56,10/5/20,2:08,Saturday,Residential,Fog,Construction Zone,4,EV,SUV,Yes,No,74,70.0,Female,Female,Minor Injury,DUI,0,0,Yes,No,Yes,Kia,Audi,2023,2007.0,2020
LA,County 53,1/23/23,18:23,Monday,Urban,Windy,Gravel,3,Sedan,EV,Yes,Yes,77,26.0,Male,Female,No Injury,Weather,0,0,Yes,Yes,Yes,Audi,Tesla,2021,2020.0,2023
PA,County 40,6/9/23,1:57,Wednesday,Urban,Fog,Gravel,5,Motorcycle,EV,No,Yes,58,69.0,Female,Female,Minor Injury,DUI,0,0,Yes,No,No,Toyota,Audi,2018,2005.0,2023
TX,County 38,7/2/23,0:18,Thursday,Urban,Rain,Construction Zone,1,Truck,,No,,48,,Male,,Minor Injury,Distracted Driving,0,0,No,Yes,Yes,Kia,,2005,,2023
WV,County 20,9/11/23,14:23,Sunday,Rural,Snow,Wet,4,SUV,EV,Yes,Yes,20,59.0,Male,Male,Severe Injury,Mechanical Failure,0,6,No,Yes,No,Ford,Chevrolet,2018,2023.0,2023
AR,County 83,6/25/21,3:03,Tuesday,Residential,Fog,Gravel,3,Motorcycle,EV,No,Yes,45,64.0,Female,Female,Minor Injury,DUI,0,0,No,Yes,No,Audi,BMW,2021,2010.0,2021
UT,County 6,7/18/20,17:40,Wednesday,Residential,Windy,Icy,3,Truck,Truck,No,No,28,48.0,Female,Female,Severe Injury,Fatigue,0,10,Yes,No,Yes,Nissan,Hyundai,2000,2021.0,2020
